date,x_posts,impressions,profile_clicks,line_registrations,codex_clicks,codex_sales,meikyo_clicks,meikyo_sales,estimated_codex_reward,estimated_meikyo_reward,total_estimated_reward,notes
2026-05-27,0,0,0,0,0,0,0,0,2490,14900,0,initial setup
